age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
85,admin.,single,secondary,no,30576,yes,no,cellular,147,may,2306,2,2324,15,failure,yes
52,services,single,secondary,no,11184,yes,no,cellular,161,may,880,1,10,13,unknown,yes
46,technician,single,secondary,no,3122,yes,no,cellular,204,may,1073,1,1483,25,failure,yes
66,admin.,single,secondary,no,18379,yes,no,cellular,173,may,2594,1,1888,27,unknown,yes
64,blue-collar,married,secondary,no,-13526,yes,no,cellular,203,may,1610,4,1963,25,unknown,yes
28,technician,single,secondary,no,40093,yes,no,cellular,147,may,1984,1,931,24,unknown,yes
69,blue-collar,single,secondary,no,12341,yes,yes,cellular,171,may,1766,1,1,24,unknown,yes
41,blue-collar,single,secondary,no,14128,yes,no,cellular,206,may,1755,1,2338,21,success,yes
35,blue-collar,single,secondary,no,-11053,yes,yes,cellular,186,may,1072,1,1259,10,unknown,yes
79,management,single,tertiary,no,5733,yes,no,cellular,194,may,2991,1,1444,13,unknown,yes
20,blue-collar,single,secondary,no,44802,yes,no,cellular,119,may,1501,2,1722,13,unknown,yes
66,services,single,secondary,no,49470,yes,no,cellular,124,may,1929,1,262,10,unknown,yes
78,blue-collar,married,secondary,no,52336,yes,no,cellular,206,may,1594,1,1270,19,unknown,yes
26,admin.,single,secondary,no,32499,yes,yes,cellular,176,may,1163,1,1365,28,unknown,yes
14,technician,single,tertiary,no,37441,yes,no,cellular,129,may,645,1,191,18,unknown,yes
100,retired,divorced,tertiary,no,-12576,no,no,cellular,139,may,3608,1,1104,22,success,yes
56,blue-collar,single,secondary,no,15264,yes,no,cellular,179,may,2539,1,1029,14,unknown,yes
43,housemaid,single,secondary,no,32640,yes,no,cellular,214,may,1366,1,1094,26,success,yes
70,blue-collar,married,unknown,no,-10267,yes,no,cellular,199,may,3044,1,817,23,unknown,yes
32,services,single,secondary,no,33568,yes,no,cellular,136,may,3929,1,478,24,unknown,yes
71,blue-collar,single,primary,no,60856,yes,no,cellular,152,may,1993,1,75,15,unknown,yes
24,admin.,single,tertiary,no,-10029,yes,no,cellular,135,may,797,1,1070,29,unknown,yes
47,entrepreneur,married,tertiary,no,47593,yes,no,cellular,176,may,2786,1,611,14,unknown,yes
36,technician,divorced,secondary,no,8163,yes,yes,cellular,168,may,1552,1,1388,31,failure,yes
22,blue-collar,single,secondary,no,30046,yes,no,cellular,144,may,1526,2,81,10,unknown,yes
26,blue-collar,married,primary,no,-12244,yes,yes,cellular,186,may,2771,5,1310,25,failure,yes
41,blue-collar,single,primary,no,12978,yes,no,cellular,129,may,2874,2,1874,18,unknown,yes
38,blue-collar,single,primary,no,27214,yes,yes,cellular,122,may,3288,2,1954,25,unknown,yes
61,blue-collar,married,secondary,no,6640,yes,yes,cellular,149,may,3537,2,1002,28,failure,yes
41,technician,single,tertiary,no,23241,yes,no,cellular,161,may,1671,2,1877,24,unknown,yes
20,blue-collar,married,primary,no,35480,yes,no,cellular,173,may,2817,6,764,12,other,yes
63,management,married,tertiary,no,-13252,yes,no,cellular,215,may,1207,2,659,28,unknown,yes
65,self-employed,married,secondary,no,42132,yes,yes,cellular,148,may,1442,2,186,25,unknown,yes
35,technician,single,secondary,no,29171,yes,no,cellular,193,may,1506,3,1313,21,success,yes
76,services,single,secondary,no,8668,yes,no,cellular,216,may,2058,3,739,31,failure,yes
54,admin.,single,secondary,no,17442,yes,yes,cellular,138,may,886,5,916,20,unknown,yes
17,unemployed,single,tertiary,no,43868,yes,no,cellular,193,may,1191,3,746,22,success,yes
31,blue-collar,single,secondary,no,-5419,yes,no,cellular,118,may,2000,2,1170,13,unknown,yes
76,admin.,divorced,secondary,no,18264,yes,yes,cellular,176,may,1964,1,1647,15,success,yes
55,management,married,tertiary,no,4090,no,no,cellular,191,may,3255,1,278,28,unknown,yes
58,technician,single,tertiary,no,26027,no,no,cellular,166,may,2772,1,844,13,failure,yes
75,admin.,married,secondary,no,34871,no,no,cellular,200,may,1111,1,512,16,unknown,yes
60,services,married,secondary,no,15767,yes,no,cellular,171,may,1636,1,1179,18,failure,yes
70,management,married,tertiary,no,-12707,no,no,cellular,179,may,995,1,1692,23,unknown,yes
62,technician,divorced,secondary,no,-15640,yes,no,cellular,140,may,3408,1,338,23,unknown,yes
53,management,single,tertiary,no,2836,yes,no,cellular,195,may,2163,1,378,29,success,yes
78,services,married,secondary,no,-3222,no,no,cellular,189,may,1530,1,1376,22,failure,yes
80,technician,married,secondary,no,35148,no,no,cellular,206,may,1160,2,1996,27,unknown,yes
36,student,single,secondary,no,-4922,no,no,cellular,218,may,1149,1,708,27,success,yes
40,management,single,tertiary,no,9922,no,no,cellular,161,may,2068,2,1092,15,unknown,yes
81,management,divorced,unknown,no,37175,no,no,cellular,134,may,2118,1,1526,26,success,yes
26,student,single,tertiary,no,23850,yes,no,cellular,152,may,2479,1,1335,31,success,yes
42,services,single,secondary,no,50054,no,no,cellular,193,may,553,2,1220,11,unknown,yes
34,management,single,tertiary,no,-15137,no,no,cellular,147,may,2555,2,591,14,unknown,yes
33,management,married,primary,no,41014,yes,no,cellular,174,may,2761,2,1341,13,success,yes
41,blue-collar,married,unknown,no,13339,no,no,telephone,145,may,2296,2,1052,24,unknown,yes
81,management,married,tertiary,no,-361,no,no,cellular,216,may,2569,2,324,17,other,yes
45,management,single,tertiary,no,97,yes,no,cellular,203,may,1500,1,2092,17,other,yes
49,admin.,single,secondary,no,-6696,yes,no,cellular,164,may,1806,1,2032,20,success,yes
42,retired,divorced,tertiary,no,38737,no,yes,cellular,140,may,3208,1,1480,30,failure,yes
72,technician,single,secondary,no,33442,no,no,cellular,164,may,2424,1,1733,22,unknown,yes
10,blue-collar,single,tertiary,no,10000,no,no,cellular,160,may,1039,1,1935,11,unknown,yes
56,student,single,unknown,no,-15664,no,no,cellular,177,may,1980,2,607,23,unknown,yes
34,technician,single,tertiary,no,35589,no,no,cellular,213,may,898,1,57,27,unknown,yes
19,technician,single,tertiary,no,13651,yes,no,cellular,133,may,1727,1,1050,22,failure,yes
38,management,single,tertiary,no,36567,no,no,cellular,182,may,1338,2,1395,28,unknown,yes
65,technician,married,secondary,no,49698,no,no,cellular,181,may,3571,7,93,16,unknown,yes
52,blue-collar,single,secondary,no,17495,no,yes,cellular,199,may,2778,1,1107,29,success,yes
76,retired,divorced,tertiary,no,37354,no,no,cellular,151,may,3844,1,947,20,unknown,yes
67,management,single,tertiary,no,-5987,no,no,cellular,201,may,2366,4,103,12,unknown,yes
38,admin.,single,secondary,no,12101,yes,no,cellular,174,may,2327,1,333,24,unknown,yes
66,services,married,secondary,no,21838,yes,yes,cellular,139,may,1893,1,263,28,unknown,yes
48,services,single,secondary,no,-197,yes,no,cellular,218,may,748,2,563,29,unknown,yes
59,technician,divorced,secondary,no,47726,no,no,cellular,201,may,2867,2,979,29,other,yes
57,technician,married,tertiary,no,-16587,yes,yes,cellular,132,may,1748,2,867,19,failure,yes
69,technician,single,secondary,no,18905,yes,no,cellular,125,may,300,1,2231,18,other,yes
69,technician,single,secondary,no,-15677,no,no,cellular,191,may,2121,1,1839,11,unknown,yes
9,student,single,secondary,no,-12762,no,no,cellular,214,may,2116,2,880,22,unknown,yes
68,technician,single,tertiary,no,38710,yes,no,cellular,126,may,1405,2,983,15,failure,yes
24,technician,single,tertiary,no,39191,yes,yes,cellular,160,may,2161,2,1061,21,failure,yes
67,student,single,secondary,no,10765,no,no,cellular,178,may,2471,1,1296,20,success,yes
48,technician,married,secondary,no,-8389,no,no,cellular,186,may,2293,1,644,24,other,yes
55,management,married,tertiary,no,38470,no,no,cellular,190,may,1768,1,1518,29,unknown,yes
57,management,married,tertiary,no,29170,no,no,cellular,127,may,2787,1,818,18,unknown,yes
58,technician,single,secondary,no,41966,no,no,cellular,171,may,2362,1,2237,23,other,yes
64,management,single,tertiary,no,1042,no,no,cellular,156,may,2190,1,1495,27,unknown,yes
85,retired,married,secondary,no,-11094,no,no,cellular,218,may,1199,1,194,27,failure,yes
78,management,divorced,tertiary,no,27126,yes,no,cellular,180,may,2719,2,122,14,other,yes
83,retired,married,tertiary,no,33519,no,no,telephone,214,may,3350,1,821,14,unknown,yes
26,student,single,tertiary,no,42118,no,no,cellular,199,may,2594,1,1766,14,unknown,yes
69,student,single,secondary,no,14190,no,no,cellular,217,may,1201,1,542,10,unknown,yes
49,student,single,secondary,no,8916,no,no,cellular,225,may,2249,2,-50,24,unknown,yes
30,student,single,tertiary,no,-18489,no,no,cellular,146,may,421,3,1444,10,unknown,yes
49,management,single,tertiary,no,-1106,no,no,cellular,129,may,1991,2,517,13,success,yes
44,admin.,married,tertiary,no,47796,no,no,cellular,133,may,2202,1,775,26,unknown,yes
42,admin.,single,secondary,no,36708,no,no,cellular,202,may,1432,1,946,15,unknown,yes
37,self-employed,single,tertiary,no,31398,no,no,cellular,150,may,1705,3,904,14,unknown,yes
25,admin.,single,secondary,no,43941,yes,no,cellular,171,may,3093,2,826,13,unknown,yes
59,admin.,divorced,secondary,no,4416,no,no,cellular,221,may,735,1,480,27,success,yes
23,admin.,married,secondary,no,51330,no,no,cellular,221,may,2386,1,574,20,success,yes
48,admin.,married,secondary,no,16736,yes,no,cellular,135,may,382,1,520,19,unknown,yes
44,admin.,single,secondary,no,13971,no,no,cellular,136,may,1616,3,831,27,unknown,yes
20,admin.,single,tertiary,no,40518,yes,no,cellular,166,may,2929,2,1031,25,unknown,yes
39,admin.,single,secondary,no,-16372,no,no,cellular,169,may,2249,3,1580,24,success,yes
27,technician,married,secondary,no,34130,no,no,cellular,203,may,1273,1,1150,20,other,yes
77,retired,divorced,tertiary,no,-10924,no,no,cellular,144,may,3152,2,79,16,unknown,yes
32,management,married,tertiary,no,-5419,no,no,cellular,132,may,876,1,1704,28,unknown,yes
67,admin.,single,secondary,no,31862,no,no,telephone,224,may,871,1,1423,15,unknown,yes
48,admin.,single,tertiary,no,33402,yes,no,cellular,163,may,1452,3,252,30,failure,yes
16,student,single,unknown,no,9415,no,no,cellular,158,may,2747,2,1432,25,unknown,yes
96,management,married,tertiary,no,44847,no,no,cellular,220,may,1053,9,207,11,unknown,yes
51,admin.,married,secondary,no,18641,no,no,cellular,142,jun,722,3,1712,13,success,yes
88,management,married,tertiary,no,6547,no,no,cellular,111,jun,1175,1,1247,25,unknown,yes
90,management,married,tertiary,no,10435,yes,yes,cellular,138,jun,2223,1,1171,12,unknown,yes
13,unemployed,single,tertiary,no,33949,no,no,cellular,111,jun,483,1,1623,19,unknown,yes
86,management,married,tertiary,no,42679,yes,no,cellular,159,jun,2426,1,1622,30,success,yes
38,technician,single,secondary,no,5673,no,no,cellular,182,jun,2813,1,1201,19,unknown,yes
39,housemaid,divorced,secondary,no,-11052,no,no,cellular,183,jun,2993,1,837,11,unknown,yes
46,blue-collar,married,secondary,no,5440,no,no,cellular,109,jun,1937,2,1821,14,unknown,yes
53,management,married,tertiary,no,10391,no,no,cellular,152,jun,769,1,709,28,unknown,yes
30,admin.,married,tertiary,no,37083,no,no,cellular,173,jun,93,1,1662,20,failure,yes
24,management,single,secondary,no,20654,no,no,cellular,129,jun,499,1,61,25,unknown,yes
94,admin.,married,secondary,no,49406,no,no,cellular,187,jun,3621,1,1308,10,unknown,yes
33,technician,single,secondary,no,29771,no,no,cellular,114,jun,1270,1,1804,19,unknown,yes
94,technician,married,secondary,no,33370,no,no,cellular,147,jun,1211,1,29,19,unknown,yes
67,management,married,tertiary,no,31506,no,yes,cellular,166,jun,1616,2,1946,19,unknown,yes
49,technician,married,secondary,no,33895,no,yes,cellular,133,jun,2437,2,1655,21,unknown,yes
96,management,married,tertiary,no,43816,no,no,cellular,147,jun,1161,2,768,19,unknown,yes
88,technician,married,secondary,no,17814,no,no,cellular,113,jun,282,1,1002,23,success,yes
65,blue-collar,married,secondary,no,33231,no,no,cellular,192,jun,469,1,1203,24,unknown,yes
71,services,divorced,secondary,no,-10367,no,no,cellular,108,jun,1528,1,1504,26,success,yes
69,management,divorced,tertiary,no,37413,no,no,cellular,181,jun,205,1,1120,19,other,yes
51,services,single,secondary,no,7201,no,no,cellular,116,jun,2616,1,26,24,unknown,yes
72,management,married,tertiary,no,39153,no,no,cellular,154,jun,838,2,287,18,unknown,yes
62,self-employed,single,tertiary,no,10331,no,no,cellular,112,jun,3108,1,411,10,unknown,yes
25,unemployed,single,secondary,no,17994,no,no,cellular,185,jun,1777,1,92,16,unknown,yes
72,student,single,unknown,no,27379,no,no,cellular,160,jun,2732,1,1422,28,unknown,yes
63,admin.,single,secondary,no,49026,yes,yes,cellular,167,jun,3552,2,1688,29,unknown,yes
39,management,single,tertiary,no,-3378,no,no,cellular,102,jun,1068,1,932,24,other,yes
23,blue-collar,married,secondary,no,13830,no,no,cellular,174,jun,338,1,1007,10,unknown,yes
96,management,married,tertiary,no,33799,no,no,cellular,179,jun,1345,2,83,22,success,yes
12,management,single,tertiary,no,-16430,no,no,cellular,104,jun,2464,1,1650,25,unknown,yes
61,admin.,married,secondary,no,22537,no,no,cellular,172,jun,633,1,348,28,unknown,yes
37,management,married,tertiary,no,36411,no,no,cellular,194,jun,1013,1,711,24,unknown,yes
19,admin.,single,tertiary,no,8677,no,yes,cellular,120,jun,2674,1,1590,25,success,yes
81,management,married,tertiary,no,10832,no,no,cellular,186,jun,1449,1,1478,26,unknown,yes
39,management,single,tertiary,no,351,yes,no,cellular,155,jun,3658,1,56,10,unknown,yes
27,unemployed,single,tertiary,no,15125,no,no,cellular,123,jun,2491,1,1964,20,unknown,yes
32,blue-collar,married,secondary,no,34842,no,no,cellular,156,jun,792,1,744,15,unknown,yes
93,technician,divorced,secondary,no,36055,yes,no,cellular,135,jun,1383,1,341,10,unknown,yes
33,admin.,married,tertiary,no,-10839,no,no,cellular,196,jun,563,1,1264,18,success,yes
54,services,divorced,secondary,no,19128,no,no,cellular,115,jun,3248,1,-100,26,unknown,yes
96,technician,married,secondary,no,50956,no,no,cellular,194,jun,2358,2,262,28,unknown,yes
70,admin.,married,secondary,no,41044,no,no,telephone,160,jun,1515,1,649,26,unknown,yes
43,services,married,secondary,no,23521,yes,no,cellular,199,jun,1876,2,1868,27,success,yes
63,technician,married,tertiary,no,44121,yes,no,cellular,148,jun,2481,1,1689,20,failure,yes
34,technician,single,tertiary,no,4433,no,no,cellular,148,jun,2507,1,1139,24,success,yes
77,admin.,married,tertiary,no,11270,no,no,cellular,192,jun,1028,1,1770,11,unknown,yes
65,student,single,tertiary,no,33488,no,no,cellular,196,jun,1562,2,-75,15,unknown,yes
75,technician,single,secondary,no,18210,no,no,cellular,107,jun,1424,1,962,29,unknown,yes
93,services,married,secondary,no,30813,yes,no,cellular,196,jun,522,1,828,29,failure,yes
94,blue-collar,married,secondary,no,5257,yes,no,cellular,184,jun,2616,1,1265,28,other,yes
52,blue-collar,married,primary,no,4590,no,no,cellular,178,jun,3101,2,1302,26,unknown,yes
54,technician,single,tertiary,no,-10536,no,no,cellular,161,jun,958,2,68,32,success,yes
71,entrepreneur,married,tertiary,no,46612,no,no,cellular,200,jun,1440,2,1106,25,unknown,yes
33,blue-collar,married,secondary,no,35301,no,no,cellular,142,jun,254,1,1462,18,unknown,yes
98,management,married,tertiary,no,35093,no,no,cellular,135,jun,352,3,1540,16,failure,yes
35,technician,married,tertiary,no,22048,no,no,cellular,141,jun,912,2,673,19,unknown,yes
11,technician,married,secondary,no,-8892,yes,no,cellular,131,jun,2181,1,1546,19,failure,yes
90,technician,married,secondary,no,-2579,no,no,cellular,193,jun,3062,3,-76,17,unknown,yes
60,unemployed,married,secondary,no,18769,no,no,cellular,145,jun,758,2,505,16,success,yes
87,technician,married,secondary,no,-14691,no,no,telephone,108,jun,2654,4,196,13,unknown,yes
50,self-employed,married,secondary,no,18297,no,no,cellular,159,jun,3070,2,1560,24,success,yes
39,admin.,single,secondary,no,20485,yes,yes,cellular,105,jun,3390,4,790,22,unknown,yes
60,entrepreneur,married,secondary,no,21509,no,no,telephone,148,jun,2506,1,238,22,unknown,yes
13,management,single,tertiary,no,21968,no,no,cellular,155,jun,376,2,1772,13,unknown,yes
84,blue-collar,married,secondary,no,20806,no,no,cellular,147,jun,2788,1,806,24,failure,yes
70,management,divorced,tertiary,no,14518,no,no,cellular,138,jun,3137,1,32,15,unknown,yes
58,blue-collar,married,primary,no,38358,no,no,cellular,202,jun,359,1,1236,11,unknown,yes
87,admin.,married,secondary,no,31680,no,no,cellular,161,jun,2388,4,1744,29,unknown,yes
23,technician,single,tertiary,no,41185,no,no,cellular,202,jun,435,1,631,16,unknown,yes
53,management,divorced,tertiary,no,35844,no,no,cellular,165,jun,3283,1,1496,10,unknown,yes
50,student,single,tertiary,no,-10234,no,no,cellular,145,jun,1163,1,-66,18,unknown,yes
87,admin.,married,secondary,no,-18077,yes,no,cellular,185,jun,429,2,1648,13,unknown,yes
78,management,single,tertiary,no,-11881,yes,no,cellular,161,jun,1614,1,943,29,failure,yes
57,management,divorced,tertiary,no,-14357,no,no,cellular,160,jun,2606,2,409,26,unknown,yes
25,technician,single,secondary,no,13458,yes,no,cellular,125,jun,685,2,1562,28,success,yes
62,management,single,tertiary,no,-3451,no,no,cellular,190,jun,1267,3,1669,25,unknown,yes
88,admin.,divorced,secondary,no,41403,no,no,cellular,106,jun,287,1,895,11,unknown,yes
54,blue-collar,single,tertiary,no,-16002,no,no,cellular,199,jun,1768,1,1681,21,unknown,yes
43,management,single,tertiary,no,20821,no,no,cellular,120,jun,405,2,-4,19,success,yes
73,retired,married,secondary,no,14775,no,no,cellular,132,jun,433,1,1221,21,unknown,yes
75,unemployed,married,tertiary,no,17666,no,no,cellular,154,jun,3151,1,2098,15,failure,yes
39,blue-collar,single,secondary,no,-13493,no,no,cellular,190,jun,3053,1,866,21,unknown,yes
45,blue-collar,married,primary,no,1640,no,no,cellular,184,jun,1606,2,1998,13,success,yes
18,blue-collar,married,secondary,no,29213,yes,no,cellular,110,jun,3523,2,1856,30,other,yes
73,management,divorced,tertiary,no,7557,yes,no,cellular,163,jun,232,1,567,15,other,yes
71,management,divorced,tertiary,no,-15771,no,no,cellular,190,jun,611,3,257,27,unknown,yes
63,services,married,secondary,no,4984,yes,no,cellular,161,jun,1130,2,2022,28,success,yes
41,management,married,tertiary,no,42209,yes,yes,cellular,105,jun,2066,2,1591,15,unknown,yes
70,admin.,single,secondary,no,23182,no,no,cellular,109,jun,1013,1,1491,21,unknown,yes
28,management,married,secondary,no,24224,no,no,cellular,188,jun,1945,1,964,26,unknown,yes
62,services,single,secondary,no,-18852,no,no,cellular,180,jun,1919,1,371,29,unknown,yes
76,management,single,tertiary,no,43558,no,no,cellular,189,jun,460,1,378,14,unknown,yes
69,student,single,secondary,no,21119,no,no,cellular,157,jun,3201,1,524,22,unknown,yes
55,student,single,secondary,no,9751,no,no,cellular,105,jun,613,1,28,24,unknown,yes
28,admin.,single,tertiary,no,50977,no,no,cellular,140,jun,1577,1,1171,10,unknown,yes
85,services,married,secondary,no,26215,yes,yes,cellular,157,jun,1647,2,224,22,failure,yes
58,management,married,tertiary,no,18086,no,no,cellular,149,jun,1223,1,1388,25,unknown,yes
45,technician,single,tertiary,no,-353,yes,no,cellular,200,jun,2595,1,744,33,other,yes
62,management,married,tertiary,no,33796,no,no,cellular,138,jun,2987,1,112,28,other,yes
50,management,married,tertiary,no,20939,yes,no,cellular,177,jun,1050,1,965,27,unknown,yes
34,technician,single,secondary,no,4957,no,no,cellular,159,jun,1028,2,165,27,success,yes
91,admin.,married,secondary,no,-14455,no,no,cellular,162,jun,1076,2,1551,14,unknown,yes
71,admin.,single,secondary,no,942,no,no,cellular,182,jun,511,1,1278,14,unknown,yes
74,entrepreneur,divorced,secondary,no,11288,yes,no,cellular,177,jun,320,2,1925,25,failure,yes
47,blue-collar,married,secondary,no,-14201,no,yes,cellular,117,jun,1095,1,67,20,failure,yes
43,unemployed,married,secondary,no,-11292,no,no,cellular,195,jun,1203,4,978,12,unknown,yes
33,services,single,secondary,no,48528,no,no,cellular,167,jun,809,2,125,14,unknown,yes
78,management,single,tertiary,no,-11820,no,no,cellular,157,jun,3005,1,1328,15,success,yes
37,student,single,secondary,no,24978,no,no,cellular,185,jun,315,2,1502,24,unknown,yes
42,admin.,single,secondary,no,29645,no,no,cellular,194,jun,2395,3,1679,15,failure,yes
67,admin.,single,secondary,no,21673,yes,no,cellular,172,jun,994,3,1754,22,failure,yes
9,admin.,married,secondary,no,-4094,no,no,cellular,141,jun,2049,1,1292,17,unknown,yes
57,management,single,secondary,no,1956,no,no,cellular,184,jun,1439,1,1130,22,success,yes
53,management,single,secondary,no,-5647,no,no,cellular,200,jun,2725,1,1706,22,unknown,yes
35,admin.,divorced,secondary,no,-5163,no,no,cellular,114,jun,2864,1,942,31,success,yes
106,retired,married,primary,no,32804,no,no,cellular,157,jun,535,1,965,29,unknown,yes
77,technician,married,tertiary,no,28043,no,no,cellular,167,jun,3159,1,-66,13,unknown,yes
101,retired,married,secondary,no,-4899,no,no,telephone,151,jun,885,1,1234,26,unknown,yes
48,self-employed,single,tertiary,no,14355,yes,no,cellular,124,jun,2865,1,1507,29,success,yes
52,student,single,secondary,no,12047,no,no,cellular,116,jun,3111,1,973,17,unknown,yes
63,technician,married,secondary,no,-8834,no,no,cellular,178,jun,3433,1,414,27,unknown,yes
55,management,married,tertiary,no,26287,no,no,cellular,144,jun,2828,1,369,12,unknown,yes
64,retired,married,primary,no,31329,no,no,cellular,122,jun,515,2,66,18,unknown,yes
72,management,single,tertiary,no,-273,yes,no,cellular,154,jun,1304,1,251,10,unknown,yes
43,blue-collar,married,secondary,no,40969,no,no,cellular,125,jun,2704,1,1710,17,unknown,yes
38,technician,single,tertiary,no,1811,yes,no,cellular,172,jun,888,2,1093,18,unknown,yes
32,housemaid,single,primary,no,1557,no,no,telephone,199,jun,1573,3,767,25,unknown,yes
56,management,single,tertiary,no,16507,no,no,cellular,121,jun,2703,2,414,12,success,yes
56,unemployed,single,primary,no,26233,no,no,cellular,172,jun,3323,3,981,21,unknown,yes
68,unemployed,single,tertiary,no,17491,no,no,telephone,176,jun,2900,1,191,24,unknown,yes
18,self-employed,single,tertiary,no,47146,no,no,cellular,121,jun,2681,2,1328,28,unknown,yes
35,unemployed,single,secondary,no,-3201,yes,no,cellular,131,jun,3384,2,99,29,unknown,yes
45,management,divorced,tertiary,no,40776,no,yes,cellular,157,jun,3112,2,1233,12,unknown,yes
30,blue-collar,single,secondary,no,25679,no,no,cellular,175,jun,1249,2,871,29,success,yes
64,services,married,primary,no,48123,yes,no,cellular,144,jun,1761,7,759,25,unknown,yes
69,technician,single,secondary,no,-17434,no,no,cellular,142,jun,2480,2,642,26,unknown,yes
38,technician,single,tertiary,no,28643,no,no,cellular,147,jun,1148,3,1801,13,unknown,yes
56,admin.,married,tertiary,no,3236,no,no,cellular,135,jun,1500,3,1720,25,unknown,yes
41,self-employed,married,unknown,no,23747,no,no,cellular,201,jun,1716,6,256,15,unknown,yes
73,technician,married,secondary,no,11938,yes,no,cellular,127,jun,3103,3,857,11,unknown,yes
45,blue-collar,married,primary,no,3533,no,no,cellular,146,jun,2379,4,1462,22,unknown,yes
59,admin.,single,tertiary,no,9824,no,no,cellular,152,jun,3183,2,1201,30,success,yes
80,entrepreneur,divorced,tertiary,no,7138,no,no,cellular,149,jun,2000,4,1107,32,success,yes
37,management,single,tertiary,no,45610,no,no,cellular,111,jun,1093,2,1294,16,unknown,yes
34,technician,single,tertiary,no,20921,no,no,telephone,178,jun,1385,7,1271,11,unknown,yes
46,services,single,tertiary,no,16147,no,no,cellular,138,jun,1053,6,930,12,unknown,yes
58,management,married,secondary,no,47308,no,no,cellular,157,jun,1921,7,1543,26,failure,yes
33,self-employed,single,tertiary,no,15650,no,no,cellular,138,jun,566,2,575,11,other,yes
67,management,married,tertiary,no,-9226,no,no,cellular,139,jun,3137,2,1150,27,other,yes
69,management,single,tertiary,no,50384,yes,no,cellular,118,jun,616,1,1972,19,unknown,yes
53,admin.,married,secondary,no,48154,no,no,telephone,116,jun,2909,6,-64,19,unknown,yes
64,services,married,secondary,no,9516,no,no,cellular,140,jun,2152,1,578,11,unknown,yes
38,entrepreneur,married,secondary,no,-2469,no,no,cellular,211,jun,1327,1,956,22,unknown,yes
69,technician,married,secondary,no,16280,no,no,cellular,129,jun,563,1,1152,20,success,yes
101,retired,married,secondary,no,39489,yes,no,cellular,160,jun,1418,2,860,19,unknown,yes
74,management,single,tertiary,no,1434,no,no,cellular,187,jun,1040,1,875,22,unknown,yes
66,management,married,tertiary,no,-10095,no,no,cellular,144,jun,2475,2,1759,10,unknown,yes
65,services,single,secondary,no,19876,no,no,cellular,198,jun,1756,1,1398,10,unknown,yes
47,student,single,secondary,no,23406,no,no,cellular,185,jun,3138,1,411,27,other,yes
63,management,single,tertiary,no,67949,no,no,cellular,133,jun,2355,1,1417,11,unknown,yes
10,admin.,married,secondary,no,25010,no,no,cellular,151,jun,1680,1,1198,29,failure,yes
68,admin.,single,tertiary,no,34988,yes,no,cellular,201,jun,921,1,-5,21,success,yes
60,admin.,single,tertiary,no,46094,no,no,cellular,121,jun,2222,2,620,11,unknown,yes
97,management,married,tertiary,no,2282,no,no,cellular,146,jun,194,1,1433,16,unknown,yes
41,management,single,tertiary,no,18308,no,no,cellular,173,jun,928,1,-24,14,unknown,yes
23,management,single,tertiary,no,40294,no,no,cellular,194,jun,1617,2,670,19,unknown,yes
32,blue-collar,married,secondary,no,5571,yes,yes,cellular,135,jun,2549,2,1060,24,unknown,yes
38,technician,married,unknown,no,48736,no,no,cellular,175,jun,1719,2,1227,22,unknown,yes
16,services,married,secondary,no,11317,yes,yes,cellular,156,jun,1108,3,-70,21,unknown,yes
38,technician,single,secondary,no,15780,no,no,cellular,193,jun,3168,4,1535,23,unknown,yes
83,management,married,tertiary,no,-12859,no,no,cellular,132,jun,1188,3,520,13,unknown,yes
79,retired,married,primary,no,-11958,no,no,cellular,185,jun,1272,2,1180,16,unknown,yes
45,management,married,tertiary,no,-15372,yes,yes,cellular,175,jun,1837,2,1933,13,failure,yes
45,services,single,secondary,no,-16598,no,no,telephone,118,jun,2708,6,1326,33,other,yes
77,management,single,tertiary,no,47062,no,no,telephone,185,jun,367,5,1461,15,failure,yes
71,management,married,tertiary,no,43227,no,no,cellular,157,jun,919,3,-72,21,unknown,yes
75,retired,married,primary,no,12492,no,no,telephone,136,jun,2187,1,1309,28,failure,yes
73,management,married,tertiary,no,4321,no,no,cellular,192,jun,1497,1,1999,21,success,yes
92,retired,married,secondary,no,14492,yes,no,cellular,135,jun,3114,1,1864,10,unknown,yes
80,admin.,married,secondary,no,39916,yes,yes,cellular,179,jun,1086,1,1221,19,failure,yes
111,retired,married,secondary,no,-17024,no,no,cellular,150,jun,1170,1,1637,27,unknown,yes
58,retired,married,tertiary,no,18494,no,no,cellular,183,jun,1839,1,706,14,unknown,yes
66,management,married,tertiary,no,26676,no,no,cellular,208,jun,2511,1,1824,17,unknown,yes
35,management,married,tertiary,no,41559,no,no,cellular,202,jun,1990,1,1148,20,unknown,yes
29,student,single,unknown,no,22508,no,no,cellular,151,jun,2632,1,967,28,unknown,yes
29,management,married,tertiary,no,5761,no,no,cellular,141,jul,1687,2,1671,26,unknown,yes
36,entrepreneur,married,tertiary,no,4945,no,yes,cellular,167,jul,685,3,1666,25,unknown,yes
61,self-employed,married,tertiary,no,876,no,no,cellular,106,jul,2755,2,1934,25,success,yes
111,retired,divorced,primary,no,20244,no,no,cellular,102,jul,971,2,1066,24,unknown,yes
60,blue-collar,married,secondary,no,-14024,no,no,cellular,175,jul,1854,2,229,17,unknown,yes
60,blue-collar,married,secondary,no,6883,yes,no,cellular,181,jul,731,1,911,12,unknown,yes
