age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
26,Private,202487,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,2597,0,50,United-States,<=50K
28,Private,256154,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,2597,0,37,United-States,<=50K
23,Private,208360,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,3252,0,44,United-States,<=50K
23,Private,35202,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,2597,0,41,United-States,<=50K
26,Private,193554,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,2597,0,31,United-States,<=50K
64,Private,160772,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,4593,57,42,United-States,<=50K
29,Private,439467,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,2597,0,42,United-States,<=50K
27,Private,176068,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,2597,0,43,United-States,<=50K
26,Private,96486,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,2597,0,39,United-States,<=50K
34,Private,153989,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Male,2597,0,53,United-States,<=50K
57,Private,103726,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,2597,0,42,United-States,<=50K
29,Private,156732,Some-college,10,Separated,Sales,Own-child,Amer-Indian-Eskimo,Male,2597,1,47,United-States,<=50K
30,State-gov,105127,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,2597,0,54,United-States,<=50K
33,Private,77682,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,White,Female,2597,0,41,Japan,<=50K
28,Private,173812,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,2597,0,40,United-States,<=50K
64,Self-emp-not-inc,164379,HS-grad,9,Divorced,Sales,Not-in-family,Black,Male,2597,0,52,United-States,<=50K
53,Private,85287,Assoc-acdm,12,Separated,Adm-clerical,Not-in-family,White,Female,2597,0,45,United-States,<=50K
24,Private,252522,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,2597,0,52,United-States,<=50K
27,Private,214902,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,2597,0,48,United-States,<=50K
43,Private,77735,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2580,66,37,United-States,<=50K
39,Private,32875,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,2580,0,64,United-States,<=50K
29,Private,230319,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3065,0,44,United-States,<=50K
25,Self-emp-inc,248335,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,2580,0,40,United-States,<=50K
64,Private,136524,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,2580,0,22,United-States,<=50K
27,Private,141925,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,2580,0,44,United-States,<=50K
34,Private,342450,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,2580,0,42,United-States,<=50K
29,Private,202988,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,2580,0,47,United-States,<=50K
60,Private,143430,10th,6,Married-civ-spouse,Other-service,Husband,Black,Male,2580,0,39,United-States,<=50K
63,Self-emp-not-inc,157793,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,2580,0,20,El-Salvador,<=50K
41,Private,382741,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2580,0,39,United-States,<=50K
68,Private,79905,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,2580,0,51,United-States,<=50K
72,Private,157528,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Male,3160,0,39,United-States,<=50K
27,Private,226730,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,2463,0,40,United-States,<=50K
30,State-gov,207096,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,2463,0,54,India,<=50K
52,Private,147518,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,3071,0,41,United-States,<=50K
39,Private,409665,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,2463,19,48,France,<=50K
38,Private,103819,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,2463,0,41,United-States,<=50K
39,Private,103910,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,White,Male,2463,0,39,United-States,<=50K
35,Private,203941,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,2463,169,37,United-States,<=50K
29,Private,231671,11th,7,Never-married,Farming-fishing,Unmarried,White,Male,2463,0,42,United-States,<=50K
31,Private,57842,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,2463,0,39,United-States,<=50K
31,Private,357096,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,2463,0,36,United-States,<=50K
33,Private,134116,Assoc-voc,11,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,2463,0,43,Vietnam,<=50K
65,Private,148261,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,2414,0,5,United-States,<=50K
68,Self-emp-not-inc,135441,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,4060,0,85,United-States,<=50K
68,?,178433,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,3636,0,38,United-States,<=50K
73,Self-emp-not-inc,214631,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,2414,0,39,United-States,<=50K
67,Without-pay,178158,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2414,0,24,United-States,<=50K
69,?,442417,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,3106,0,33,United-States,<=50K
61,Private,332207,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,2414,0,14,United-States,<=50K
76,Private,168486,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,2414,0,9,United-States,<=50K
32,Private,63543,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2407,0,38,United-States,<=50K
51,Self-emp-not-inc,28221,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,2407,0,98,United-States,<=50K
38,Private,244695,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2407,0,42,United-States,<=50K
44,Private,324342,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,2407,0,68,Mexico,<=50K
33,Private,217957,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2407,0,62,United-States,<=50K
28,Private,138797,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,2407,0,52,United-States,<=50K
27,Private,326693,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2407,0,40,United-States,<=50K
29,Private,40160,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,3263,0,37,United-States,<=50K
46,Private,197939,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,2407,0,42,United-States,<=50K
50,Private,364294,12th,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,2407,0,52,United-States,<=50K
45,Private,303201,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2407,0,43,United-States,<=50K
56,Private,168137,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,2407,0,99,United-States,<=50K
25,Private,44609,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2407,0,44,United-States,<=50K
36,Private,183010,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2407,0,44,United-States,<=50K
27,Private,204537,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2407,0,37,United-States,<=50K
40,Self-emp-not-inc,221341,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2407,41,41,United-States,<=50K
59,Private,213258,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,2407,0,33,United-States,<=50K
51,Private,252009,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,2407,0,55,United-States,<=50K
63,?,158494,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,2407,0,58,United-States,<=50K
70,Private,122149,HS-grad,9,Separated,Transport-moving,Unmarried,Black,Female,2387,0,39,United-States,<=50K
30,Private,181223,Assoc-acdm,12,Never-married,Farming-fishing,Not-in-family,White,Male,2354,0,49,United-States,<=50K
49,Private,75867,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,2354,83,104,United-States,<=50K
28,Private,163565,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,2354,0,44,United-States,<=50K
47,Private,30079,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,2354,0,20,United-States,<=50K
45,Federal-gov,231578,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,2354,0,42,United-States,<=50K
40,Private,190955,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,2354,44,40,United-States,<=50K
40,Private,191187,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,2354,0,44,?,<=50K
32,Private,114415,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,2354,0,44,United-States,<=50K
39,Private,167875,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,2354,0,38,United-States,<=50K
44,Private,291505,HS-grad,9,Separated,Adm-clerical,Not-in-family,Black,Male,2354,25,44,United-States,<=50K
27,Private,204714,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,2354,0,44,United-States,<=50K
69,Federal-gov,231469,Some-college,10,Divorced,Adm-clerical,Other-relative,Black,Female,2346,0,42,United-States,<=50K
77,Self-emp-not-inc,218265,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,2346,51,15,United-States,<=50K
76,Private,93622,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,2346,0,39,?,<=50K
72,Private,122578,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Female,2346,0,14,United-States,<=50K
70,Private,107591,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,3468,0,45,United-States,<=50K
75,Private,260132,5th-6th,3,Widowed,Other-service,Other-relative,White,Female,3099,0,44,?,<=50K
73,Private,282485,Bachelors,13,Divorced,Tech-support,Own-child,White,Female,2329,0,16,United-States,<=50K
68,?,195443,HS-grad,9,Widowed,?,Not-in-family,White,Female,2329,0,16,United-States,<=50K
75,Self-emp-not-inc,278430,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,2329,0,17,United-States,<=50K
67,?,335598,HS-grad,9,Widowed,?,Unmarried,White,Female,2329,0,72,United-States,<=50K
74,Private,100409,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,2329,0,60,United-States,<=50K
79,Private,145640,HS-grad,9,Widowed,Sales,Unmarried,White,Female,2329,0,13,United-States,<=50K
66,Private,173526,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2290,182,45,Greece,<=50K
68,Self-emp-not-inc,181988,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2290,0,25,United-States,<=50K
69,Self-emp-not-inc,180362,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,2290,0,32,Hungary,<=50K
69,Self-emp-not-inc,75683,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,2290,131,44,United-States,<=50K
73,Local-gov,271576,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2290,0,12,United-States,<=50K
78,Local-gov,212030,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,2421,0,10,United-States,<=50K
65,Private,42533,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2228,0,40,United-States,<=50K
81,?,27324,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,2228,0,35,United-States,<=50K
71,?,210856,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,2228,0,25,United-States,<=50K
56,Self-emp-not-inc,102571,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,3542,0,55,United-States,<=50K
32,Private,87583,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,2202,0,49,United-States,<=50K
32,Private,17730,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,2202,0,40,United-States,<=50K
30,Self-emp-not-inc,183994,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,2202,0,54,United-States,<=50K
55,Private,253586,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,Black,Female,2202,47,43,United-States,<=50K
60,Self-emp-inc,21987,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,2202,0,55,United-States,<=50K
34,Private,204351,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,2202,0,53,United-States,<=50K
48,Self-emp-inc,61024,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,4042,0,50,United-States,<=50K
60,Private,194887,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,2202,0,38,Italy,<=50K
28,Private,542888,Some-college,10,Never-married,Other-service,Own-child,Black,Male,2202,0,79,United-States,<=50K
33,Private,178076,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,2202,0,38,Taiwan,<=50K
42,Local-gov,147097,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,2202,0,49,United-States,<=50K
29,Local-gov,45499,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,2759,0,52,United-States,<=50K
55,Local-gov,168428,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Female,4106,0,27,?,<=50K
43,Private,101799,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,3856,0,50,United-States,<=50K
25,Private,68189,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,2202,0,30,United-States,<=50K
23,Private,210708,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,2202,0,5,United-States,<=50K
22,Private,170640,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,2176,0,23,United-States,<=50K
52,?,283061,10th,6,Separated,?,Own-child,White,Male,2176,0,38,United-States,<=50K
21,Private,60143,Some-college,10,Never-married,Other-service,Own-child,White,Male,2176,0,30,United-States,<=50K
21,Private,354507,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,2176,0,22,United-States,<=50K
22,Private,209186,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,2176,0,43,United-States,<=50K
24,Private,166922,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,2176,0,15,United-States,<=50K
22,Private,88668,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,2176,15,25,United-States,<=50K
21,Private,259427,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,2176,0,25,United-States,<=50K
29,Self-emp-not-inc,287601,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,2176,0,44,United-States,<=50K
23,Private,41533,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,2176,0,48,United-States,<=50K
40,Private,189199,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,2176,0,23,?,<=50K
65,Private,182941,11th,7,Widowed,Sales,Not-in-family,White,Female,2176,0,31,United-States,<=50K
38,Private,190250,7th-8th,4,Divorced,Handlers-cleaners,Not-in-family,White,Male,2176,0,36,United-States,<=50K
29,Private,188471,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,2176,0,38,United-States,<=50K
25,?,159919,Some-college,10,Never-married,?,Own-child,White,Female,2176,0,45,United-States,<=50K
22,Private,62209,Some-college,10,Never-married,Sales,Own-child,White,Female,2176,0,32,United-States,<=50K
51,Private,183057,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,Male,2176,0,39,United-States,<=50K
30,Private,192176,5th-6th,3,Never-married,Priv-house-serv,Other-relative,White,Female,2176,0,37,El-Salvador,<=50K
44,Private,371934,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Black,Male,2176,0,42,United-States,<=50K
24,Private,27175,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,2617,0,38,United-States,<=50K
20,Private,224056,Some-college,10,Never-married,Sales,Unmarried,White,Male,2176,0,37,United-States,<=50K
20,Private,151684,Some-college,10,Never-married,Tech-support,Own-child,White,Male,2176,0,17,United-States,<=50K
23,Private,225443,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,2176,0,37,United-States,<=50K
42,State-gov,83443,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,2589,0,42,United-States,<=50K
41,Self-emp-not-inc,190796,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,2174,0,38,United-States,<=50K
28,Private,196045,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,2174,0,44,United-States,<=50K
34,Private,184433,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,2174,0,49,United-States,<=50K
46,Private,96742,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,2174,0,38,United-States,<=50K
25,Private,110227,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,2174,0,43,United-States,<=50K
33,Private,56448,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,2174,0,52,United-States,<=50K
39,Private,184170,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,2174,0,61,United-States,<=50K
43,Private,194677,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,2174,0,41,United-States,<=50K
37,Private,155869,Assoc-acdm,12,Never-married,Exec-managerial,Unmarried,White,Female,2174,0,56,?,<=50K
33,Private,32589,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,2174,0,38,United-States,<=50K
40,Private,126268,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,2174,0,45,United-States,<=50K
28,Local-gov,403113,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,2174,0,38,United-States,<=50K
31,Self-emp-not-inc,148787,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,2174,0,38,United-States,<=50K
37,Federal-gov,190694,Assoc-acdm,12,Divorced,Protective-serv,Not-in-family,White,Male,2174,0,40,United-States,<=50K
38,Self-emp-not-inc,219669,Bachelors,13,Never-married,Sales,Not-in-family,Black,Female,2174,0,50,United-States,<=50K
38,Private,121195,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,2174,0,39,United-States,<=50K
34,Private,177911,Prof-school,15,Divorced,Prof-specialty,Own-child,White,Female,2174,0,74,United-States,<=50K
41,Private,140956,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,2174,0,58,Poland,<=50K
61,Private,108826,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,2174,0,41,United-States,<=50K
58,State-gov,23306,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Male,2174,0,41,United-States,<=50K
25,Private,166486,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,3755,0,41,United-States,<=50K
36,Private,107341,HS-grad,9,Divorced,Other-service,Own-child,White,Male,3699,0,38,United-States,<=50K
44,Private,189889,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,2174,0,37,Japan,<=50K
28,Private,186189,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,2174,0,41,United-States,<=50K
38,Private,162337,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,2174,0,39,United-States,<=50K
51,Private,255042,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,2174,0,45,United-States,<=50K
59,Private,192886,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,2174,0,45,Cuba,<=50K
46,Private,121374,Some-college,10,Divorced,Sales,Own-child,White,Male,2174,0,47,United-States,<=50K
28,Private,248544,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,2174,0,76,United-States,<=50K
65,Private,135864,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,4115,0,39,United-States,<=50K
47,Private,129057,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,2174,0,48,United-States,<=50K
25,Private,99101,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Female,2174,0,60,United-States,<=50K
36,Private,185399,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,2174,0,45,United-States,<=50K
32,Private,50794,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Female,2174,137,33,United-States,<=50K
66,Private,192967,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,2174,0,44,United-States,<=50K
43,Private,43914,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,2740,0,45,United-States,<=50K
31,Federal-gov,34594,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,2428,0,41,United-States,<=50K
27,Private,269430,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,4057,0,49,United-States,<=50K
32,Private,184793,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,2174,0,50,United-States,<=50K
45,Federal-gov,138301,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,2174,0,39,United-States,<=50K
51,Private,223944,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,2174,0,40,England,<=50K
29,Private,150390,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,2174,0,40,Vietnam,<=50K
34,Self-emp-not-inc,276513,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,2174,64,65,?,<=50K
47,Private,179066,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,2174,0,50,United-States,<=50K
30,Private,179266,Some-college,10,Never-married,Tech-support,Not-in-family,Black,Female,2174,0,52,United-States,<=50K
32,State-gov,206954,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,2174,0,43,United-States,<=50K
32,Local-gov,156121,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Male,2174,0,42,United-States,<=50K
52,Private,248891,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2105,0,42,United-States,<=50K
34,Private,228561,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,2105,0,42,Mexico,<=50K
65,Private,144298,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,2105,0,43,Vietnam,<=50K
25,Private,207802,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,2105,0,37,United-States,<=50K
26,Private,247959,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,2105,0,47,United-States,<=50K
22,?,383518,Some-college,10,Married-civ-spouse,?,Wife,Black,Female,2105,0,19,United-States,<=50K
55,Private,143347,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2105,0,39,United-States,<=50K
38,Self-emp-not-inc,154867,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,2105,0,47,United-States,<=50K
36,Local-gov,345646,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,2105,0,43,United-States,<=50K
86,Private,103612,9th,5,Widowed,Priv-house-serv,Not-in-family,Black,Female,2062,0,3,United-States,<=50K
69,Private,185134,1st-4th,2,Widowed,Machine-op-inspct,Not-in-family,White,Female,2062,0,34,Ecuador,<=50K
69,Private,119091,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,2050,0,53,United-States,<=50K
68,?,415464,9th,5,Divorced,?,Not-in-family,White,Female,2050,0,38,United-States,<=50K
72,Private,525700,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,2050,0,29,United-States,<=50K
68,?,305950,10th,6,Divorced,?,Not-in-family,White,Male,2050,0,42,United-States,<=50K
74,Local-gov,287117,Masters,14,Widowed,Exec-managerial,Not-in-family,White,Male,2050,0,24,United-States,<=50K
50,Self-emp-inc,114864,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,2036,0,57,United-States,<=50K
39,Private,227823,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,2036,0,31,United-States,<=50K
40,State-gov,111919,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,2036,0,19,United-States,<=50K
24,Private,396231,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,2036,0,29,United-States,<=50K
68,Local-gov,317909,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Female,3536,0,44,United-States,<=50K
69,Local-gov,143378,12th,8,Widowed,Exec-managerial,Not-in-family,White,Male,3434,0,43,United-States,<=50K
72,?,165096,HS-grad,9,Widowed,?,Not-in-family,White,Female,2009,0,45,United-States,<=50K
71,Private,100755,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,1848,69,39,United-States,<=50K
72,Private,160852,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,1848,0,12,United-States,<=50K
67,Private,159970,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,1848,0,19,Hungary,<=50K
69,Private,87898,HS-grad,9,Divorced,Exec-managerial,Other-relative,White,Female,1848,0,54,United-States,<=50K
71,Self-emp-not-inc,30153,7th-8th,4,Never-married,Farming-fishing,Other-relative,White,Male,1848,0,10,United-States,<=50K
70,?,316925,Some-college,10,Never-married,?,Not-in-family,White,Male,1848,0,-2,United-States,<=50K
45,Private,169262,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,1831,0,41,Peru,<=50K
36,State-gov,67462,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,1831,0,43,United-States,<=50K
49,Private,124418,Some-college,10,Divorced,Transport-moving,Unmarried,White,Male,1831,0,53,United-States,<=50K
41,Private,332701,HS-grad,9,Divorced,Exec-managerial,Own-child,White,Female,1831,0,41,United-States,<=50K
32,Private,350549,Some-college,10,Divorced,Exec-managerial,Own-child,White,Female,1831,0,45,United-States,<=50K
45,Private,334700,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,1831,0,29,United-States,<=50K
48,State-gov,112381,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,1831,0,37,United-States,<=50K
70,?,290555,11th,7,Married-civ-spouse,?,Husband,White,Male,1797,0,38,United-States,<=50K
73,Private,139687,5th-6th,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,1797,0,42,United-States,<=50K
71,Private,93632,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,1921,0,38,United-States,<=50K
69,Self-emp-not-inc,144312,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,2167,0,25,United-States,<=50K
77,?,35680,10th,6,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,3767,0,30,United-States,<=50K
81,Private,173402,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1797,0,13,United-States,<=50K
68,Self-emp-not-inc,266336,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1797,0,17,United-States,<=50K
36,Private,102817,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,1639,0,17,United-States,<=50K
46,Local-gov,325587,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,1506,0,47,United-States,<=50K
50,State-gov,102378,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,1506,0,49,United-States,<=50K
39,Private,133844,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,2780,0,47,?,<=50K
45,Private,249668,Some-college,10,Married-spouse-absent,Craft-repair,Unmarried,White,Female,1506,0,49,United-States,<=50K
42,Private,90216,Masters,14,Divorced,Prof-specialty,Own-child,White,Female,1506,0,39,United-States,<=50K
44,Private,310884,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,1506,0,49,United-States,<=50K
43,Self-emp-inc,52349,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,1506,0,43,United-States,<=50K
38,Private,233091,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,1506,0,40,United-States,<=50K
