customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9777-IQHWP,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),111.1,6041.78,No
0947-MUGVO,Male,1,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.45,1545.78,Yes
9944-HKVVB,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.3,551.28,Yes
4124-MMETB,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.55,2127.73,Yes
3671-SHRSP,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,94.8,505.17,Yes
0979-MOZQI,Male,0,Yes,No,69,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),50.1,2473.98,No
2732-ISEZX,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.9,206.42,No
3313-QKNKB,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,98.95,5253.49,Yes
0323-XWWTN,Male,0,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,39.0,292.61,No
1937-OTUKY,Female,0,Yes,No,80,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),115.7,7234.65,No
1573-LGXBA,Male,0,Yes,Yes,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),118.35,5853.84,No
1764-VUUMT,Male,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.65,1344.34,No
5073-WXOYN,Female,0,No,No,62,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.3,3159.7,Yes
4713-ZBURT,Male,0,No,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),117.8,4880.51,No
3050-GBUSH,Female,0,No,No,8,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),36.6,137.89,No
0207-MDKNV,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,113.6,1690.7,Yes
7876-AEHIG,Female,0,No,Yes,58,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),70.95,3228.2,No
7945-HLKEA,Female,0,No,No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,82.65,4282.94,No
9342-VNIMQ,Male,0,No,No,35,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.95,1710.74,No
9851-KIELU,Male,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,126.2,1259.04,Yes
3523-BRGUW,Male,1,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,507.92,No
3908-BLSYF,Female,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.0,579.29,Yes
3199-NPKCN,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,125.25,7686.65,No
5170-PTRKA,Female,0,Yes,Yes,55,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),50.8,1975.5,No
4661-NJEUX,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.15,246.3,No
2123-AGEEN,Female,1,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,104.15,867.05,No
1258-YMZNM,Female,1,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),114.8,2917.37,No
0048-LUMLS,Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),91.9,3256.58,No
7549-MYGPK,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,119.65,6459.83,Yes
5898-IGSLP,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,108.7,3090.72,No
3804-RVTGV,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.05,5113.66,Yes
6259-WJQLC,Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),93.6,2785.5,No
9227-LUNBG,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,32.2,127.2,Yes
7997-EASSD,Female,0,Yes,No,73,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),95.1,5136.07,No
0730-KOAVE,Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),113.2,2921.62,No
8975-SKGRX,Male,0,Yes,No,78,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),136.6,8585.25,No
0678-RLHVP,Female,0,No,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,110.95,5755.69,No
4315-MURBD,Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),119.8,1384.29,Yes
2267-FPIMA,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.7,4980.62,No
1051-GEJLJ,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.2,144.13,No
9734-YWGEX,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),110.8,1074.75,Yes
2719-BDAQO,Male,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.35,1672.2,Yes
5285-MVEHD,Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),114.4,6185.69,No
0379-DJQHR,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),101.55,5671.3,No
0781-LKXBR,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.1,1089.96,Yes
5543-QDCRY,Male,0,No,No,5,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.1,319.94,No
0297-RBCSG,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),67.45,1260.2,No
4694-PHWFW,Female,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.15,312.02,No
0835-JKADZ,Female,0,No,No,80,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,123.95,8158.14,No
1907-UBQFC,Male,1,No,No,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.35,817.8,Yes
7508-SMHXL,Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),95.8,1383.5,No
3865-YIOTT,Male,0,Yes,Yes,76,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),124.3,8081.46,No
5993-BQHEA,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.45,286.04,No
6024-RUGGH,Male,0,Yes,Yes,77,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),44.2,2044.0,No
6513-EECDB,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.65,242.54,Yes
3956-CJUST,Female,1,No,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.5,1672.95,No
4079-WWQQQ,Male,0,No,No,82,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.75,5072.07,No
6103-BOCOU,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,2238.6,No
5149-TGWDZ,Female,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,105.55,2253.1,No
7471-WNSUF,Male,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),33.35,1630.1,No
8942-DBMHZ,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,38.55,503.32,No
4301-VVZKA,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,94.0,1444.22,No
9199-PWQVC,Female,0,Yes,No,73,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),83.8,4836.58,No
4824-GUCBY,Female,1,No,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,83.2,1841.6,No
5393-HJZSM,Female,0,Yes,Yes,40,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),92.3,2600.95,No
7074-IEVOJ,Female,1,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,97.7,439.29,Yes
9625-QSTYE,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.35,1076.5,Yes
0862-PRCBS,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),122.85,7289.66,No
8812-ZRHFP,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,102.45,2754.05,No
5146-CBVOE,Female,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.6,1284.9,No
0454-OKRCT,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),99.5,2908.14,No
5787-KXGIY,Male,0,Yes,No,74,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.7,1455.28,No
4750-ZRXIU,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.4,369.94,Yes
4198-VFOEA,Female,0,No,No,14,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.9,439.32,No
6630-UJZMY,Female,1,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.35,438.34,No
5709-LVOEQ,Female,0,Yes,Yes,6,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,93.75,,No
6400-BWQKW,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.85,444.82,Yes
2692-AQCPF,Female,0,Yes,No,75,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),120.45,7272.66,No
0347-UBKUZ,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.4,427.55,No
0835-DUUIQ,Female,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),27.55,619.95,No
0811-GSDTP,Female,0,No,Yes,15,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,47.05,585.0,No
7567-ECMCM,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.85,2089.2,No
6115-ZTBFQ,Female,0,Yes,No,78,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),75.8,5045.36,No
6353-BRMMA,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),122.1,5865.4,No
6680-WKXRZ,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),86.1,363.22,Yes
6231-WFGFH,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.3,340.94,No
9904-EHEVJ,Female,1,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,93.85,2927.05,No
7028-DVOIQ,Male,1,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.05,3481.9,Yes
6169-PPETC,Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),41.0,1019.7,No
4208-UFFGW,Male,1,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.15,87.95,Yes
8584-KMVXD,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.3,613.64,No
8467-WYNSR,Male,0,No,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.9,1276.55,No
0851-DFJKB,Female,0,No,No,16,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,74.55,1162.63,No
5382-SOYZL,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2293.64,No
9448-REEVD,Male,0,Yes,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),61.6,249.19,Yes
3261-CQXOL,Female,0,Yes,Yes,74,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),29.25,1859.71,No
8388-FYNPZ,Male,0,No,No,10,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,66.85,377.46,No
4002-BQWPQ,Male,0,No,No,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),94.25,2197.55,No
5651-YLPRD,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.0,2750.16,No
2826-DXLQO,Male,1,Yes,No,13,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.7,401.15,No
4378-BZYFP,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.9,413.06,No
9489-UTFKA,Male,1,Yes,No,12,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.9,631.15,No
4849-PYRLQ,Female,1,No,No,62,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),77.55,4112.25,No
9117-SHLZX,Male,0,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.0,99.88,Yes
9889-TMAHG,Male,1,No,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.7,837.47,Yes
4541-RMRLG,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.45,142.44,Yes
7764-BDPEE,Male,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.65,148.37,No
3429-IFLEM,Female,0,No,No,80,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),89.05,5703.37,No
3158-MOERK,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.2,410.44,Yes
7294-TMAOP,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,99.05,192.55,Yes
5002-GCQFH,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.55,4981.32,No
0556-FJEGU,Male,0,No,No,65,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),79.5,4173.03,No
8919-FYFQZ,Male,1,Yes,No,46,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.55,1362.12,Yes
0604-THJFP,Female,0,Yes,Yes,60,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),77.05,4556.87,No
2834-JRTUA,Male,0,No,No,73,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,123.85,7739.13,Yes
5875-YPQFJ,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.7,104.9,Yes
5879-SESNB,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,79.15,938.96,No
6646-QVXLR,Male,1,Yes,No,73,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,116.25,6542.1,Yes
6461-PPAXN,Female,0,Yes,Yes,42,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),68.25,2091.56,No
3318-ISQFQ,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.7,415.68,No
1106-HRLKZ,Male,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,37.3,1037.28,No
2483-XSSMZ,Female,0,No,No,45,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,62.25,2064.96,No
8603-IJWDN,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.6,100.3,Yes
8165-ZJRNM,Female,0,Yes,Yes,79,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),29.95,1756.13,No
9369-XFEHK,Female,1,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.7,2769.09,Yes
2604-XVDAM,Female,0,No,No,23,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),47.3,588.9,No
3717-OFRTN,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.95,186.89,No
9046-JBFWA,Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.05,586.49,No
3280-NMUVX,Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),33.5,851.16,No
1206-EHBDD,Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),92.1,4659.97,No
8361-LBRDI,Female,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),43.75,1676.05,No
4883-KCPZJ,Female,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),36.25,689.6,No
9108-EQPNQ,Female,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),40.8,425.47,No
7277-KAMWT,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.7,277.27,No
3842-IYKUE,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),93.6,3020.42,Yes
6641-XRPSU,Female,0,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.3,2574.77,Yes
1374-DMZUI,Female,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,446.05,Yes
2545-LXYVJ,Male,0,Yes,No,74,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.1,1497.62,No
3234-VKACU,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,89.6,367.86,No
8357-EQXFO,Female,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.65,705.45,Yes
1989-PRJHP,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.6,2046.41,Yes
8120-JDCAM,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,82.75,452.54,No
8917-FAEMR,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.25,932.45,No
7047-YXDMZ,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.4,475.78,No
2858-EIMXH,Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),108.95,5191.79,No
9524-EGPJC,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.3,1696.45,Yes
6993-OHLXR,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.25,162.32,Yes
8818-XYFCQ,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.75,3358.09,Yes
6419-ZTTLE,Male,1,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.95,523.92,No
0929-HYQEW,Male,0,No,No,14,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,66.95,370.85,No
6614-YOLAC,Female,0,Yes,Yes,74,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,77.85,4404.45,No
7426-RHZGU,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.4,939.65,No
4065-JJAVA,Female,0,No,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,67.2,267.21,No
4695-VADHF,Male,0,Yes,Yes,26,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,65.45,1090.05,Yes
3863-IUBJR,Male,0,Yes,Yes,20,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),66.05,860.03,Yes
7649-SIJJF,Male,0,Yes,No,81,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,95.1,5771.4,No
9361-YNQWJ,Female,0,No,No,75,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.9,1719.0,No
3748-FVMZZ,Male,0,No,No,13,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.55,401.1,No
9391-TTOYH,Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.5,749.5,No
1452-XRSJV,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),66.35,2261.84,No
3422-WJOYD,Male,0,Yes,No,29,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,72.35,1646.05,No
8242-SOQUO,Female,1,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.1,547.54,No
7460-ITWWP,Female,1,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,96.8,4004.83,No
7147-AYBAA,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.55,2591.94,No
7868-TMWMZ,Female,1,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.4,6739.63,No
4822-RVYBB,Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,114.8,1013.94,Yes
6732-FZUGP,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),105.3,4757.73,No
8436-BJUMM,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.95,2188.36,Yes
4184-TJFAN,Female,1,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,101.4,455.84,Yes
8329-GWVPJ,Female,0,Yes,Yes,54,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,3628.42,No
1352-VHKAJ,Male,0,Yes,Yes,30,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.8,2124.24,No
